Categories,year,flesch_kincaid_Mean,smog_Mean,length_Mean,total,flesch_kincaid_Count,flesch_kincaid_Sum,flesch_kincaid_Max,flesch_kincaid_Min,smog_Count,smog_Sum,smog_Max,smog_Min,length_Count,length_Sum,,length_Max,length_Min,ChildCount,Count_Parental,Count_Guardian,Count_Child,Count_Underage,Count_Kid,Count_Young,Count_Youth,Count_Under1,Count_Under_1,Count_Ageof1
education;streamingmedia,2015,11.97524289,13.76565471,3432,4,4,47.90097155,12.03001374,11.90590414,2,27.53130941,13.76565471,13.76565471,4,13728,FALSE,4878,1988,0,0,0,0,0,0,0,0,0,0,0
education;streamingmedia,2016,12.29689257,13.81642843,6307.8,5,5,61.48446284,13.55435549,11.93503994,3,41.4492853,13.91797589,13.76565471,5,31539,FALSE,17807,1988,0,0,0,0,0,0,0,0,0,0,0
education;streamingmedia,2017,12.56473094,,2199,3,3,37.69419281,13.63416534,12.03001374,0,,,,3,6597,TRUE,2621,1988,0,0,0,0,0,0,0,0,0,0,0
education;streamingmedia,2018,11.95195989,13.61112027,8587.666667,3,3,35.85587966,12.03001374,11.79585219,1,13.61112027,13.61112027,13.61112027,3,25763,FALSE,21787,1988,0,0,0,0,0,0,0,0,0,0,0
education;streamingmedia,2019,11.87390604,13.61112027,15187.33333,3,3,35.62171811,12.03001374,11.79585219,2,27.22224055,13.61112027,13.61112027,3,45562,FALSE,21787,1988,0,0,0,0,0,0,0,0,0,0,0
education;streamingmedia;travel,2006,10.02913869,,3570,1,1,10.02913869,10.02913869,10.02913869,0,,,,1,3570,TRUE,3570,3570,0,0,0,0,0,0,0,0,0,0,0
education;streamingmedia;travel,2007,10.02913869,,3570,2,2,20.05827737,10.02913869,10.02913869,0,,,,2,7140,FALSE,3570,3570,0,0,0,0,0,0,0,0,0,0,0
education;streamingmedia;travel,2008,10.02913869,,3570,2,2,20.05827737,10.02913869,10.02913869,0,,,,2,7140,FALSE,3570,3570,0,0,0,0,0,0,0,0,0,0,0
education;streamingmedia;travel,2009,9.737259928,,3603,1,1,9.737259928,9.737259928,9.737259928,0,,,,1,3603,FALSE,3603,3603,0,0,0,0,0,0,0,0,0,0,0
education;streamingmedia;travel,2010,9.737259928,,3608,1,1,9.737259928,9.737259928,9.737259928,0,,,,1,3608,FALSE,3608,3608,0,0,0,0,0,0,0,0,0,0,0
education;streamingmedia;travel,2011,11.0074991,15.47004243,6480,2,2,22.0149982,12.27773827,9.737259928,1,15.47004243,15.47004243,15.47004243,2,12960,FALSE,9357,3603,0,0,0,0,0,0,0,0,0,0,0
education;streamingmedia;travel,2012,13.48451593,,3809,2,2,26.96903186,17.23177193,9.737259928,0,,,,2,7618,FALSE,3978,3640,0,0,0,0,0,0,0,0,0,0,0
education;streamingmedia;travel,2017,17.0850794,,7027,1,1,17.0850794,17.0850794,17.0850794,0,,,,1,7027,FALSE,7027,7027,0,0,0,0,0,0,0,0,0,0,0
education;streamingmedia;travel,2018,18.06043703,18.80882812,16629,2,2,36.12087406,18.06043703,18.06043703,2,37.61765625,18.80882812,18.80882812,2,33258,FALSE,16629,16629,0,0,0,0,0,0,0,0,0,0,0
education;streamingmedia;travel,2019,12.3009026,15.02112968,6688,1,1,12.3009026,12.3009026,12.3009026,1,15.02112968,15.02112968,15.02112968,1,6688,TRUE,6688,6688,1,1,1,4,0,0,0,0,0,0,2
education;translators,2013,14.06017554,15.55787943,4950,1,1,14.06017554,14.06017554,14.06017554,1,15.55787943,15.55787943,15.55787943,1,4950,TRUE,4950,4950,1,0,0,1,0,0,0,0,0,0,1
education;translators,2014,14.34701425,16.0302975,5022,1,1,14.34701425,14.34701425,14.34701425,1,16.0302975,16.0302975,16.0302975,1,5022,FALSE,5022,5022,1,0,0,1,0,0,0,0,0,0,1
education;translators,2015,14.34701425,16.0302975,5022,2,2,28.69402849,14.34701425,14.34701425,2,32.06059501,16.0302975,16.0302975,2,10044,FALSE,5022,5022,2,0,0,2,0,0,0,0,0,0,2
education;translators,2016,14.93830681,16.6881,10785.75,4,4,59.75322726,15.76562387,14.19490424,2,33.3762,16.6881,16.6881,4,43143,FALSE,16819,4607,4,0,0,4,0,0,4,0,0,6,0
education;translators,2017,14.16057106,16.6881,16781.5,2,2,28.32114211,14.1910509,14.13009121,2,33.3762,16.6881,16.6881,2,33563,FALSE,16797,16766,2,0,0,0,0,0,0,0,0,2,0
education;translators,2018,14.14070299,16.56666629,17064,2,2,28.28140597,14.15670582,14.12470015,2,33.13333258,16.6881,16.44523258,2,34128,FALSE,17317,16811,2,0,0,0,0,0,0,0,0,2,0
education;translators,2019,14.12470015,16.44523258,17317,2,2,28.2494003,14.12470015,14.12470015,2,32.89046517,16.44523258,16.44523258,2,34634,FALSE,17317,17317,2,0,0,0,0,0,0,0,0,2,0
education;travel,2000,12.52875086,14.92333065,4460.857143,7,7,87.70125605,15.18106044,10.61412698,3,44.76999194,16.23940671,14.26529262,7,31226,TRUE,10032,858,0,0,0,0,0,0,0,0,0,0,0
education;travel,2001,12.36047352,14.26350635,3787.6,10,9,111.2442617,17.38597065,10.24953455,3,42.79051904,14.50688674,14.01833969,10,37876,TRUE,5990,552,0,0,0,0,0,0,0,0,0,0,0
education;travel,2002,12.40517127,14.32565305,4373.6875,16,14,173.6723977,15.26305936,10.24953455,7,100.2795713,14.92929796,13.86744224,16,69979,FALSE,10119,552,0,0,0,0,0,0,0,0,0,0,0
education;travel,2003,12.65657199,14.56304671,5302.75,20,19,240.4748678,18.99405196,9.533821138,7,101.941327,15.73171695,13.86744224,20,106055,FALSE,16723,1468,3,0,0,13,0,0,0,0,0,1,4
education;travel,2004,12.27926056,15.17596779,6200,16,16,196.4681689,13.64548444,9.533821138,6,91.05580672,15.90318901,14.64941154,16,99200,FALSE,17211,1473,4,0,0,16,0,0,0,0,0,0,4
education;travel,2005,12.57139949,16.24157961,4977.190476,21,20,251.4279898,15.95385361,9.533821138,7,113.6910573,17.76830261,14.64941154,21,104521,TRUE,17633,571,5,0,0,16,0,0,0,0,0,0,2
education;travel,2006,12.66966257,16.00205168,4041.272727,33,31,392.7595396,15.95385361,9.533821138,9,144.0184651,17.76830261,14.16717447,33,133362,TRUE,13119,570,5,0,0,10,0,0,0,0,0,0,2
education;travel,2007,12.43379981,15.45661718,4366.878049,41,39,484.9181927,19.71606557,9.039940828,12,185.4794062,17.65640897,13.40145869,41,179042,FALSE,16596,570,6,0,1,13,0,0,1,0,0,2,1
education;travel,2008,12.36738297,14.99420247,4414.470588,51,48,593.6343826,19.71606557,9.042773893,18,269.8956445,17.65640897,12.5738667,51,225138,FALSE,13218,570,12,2,2,16,0,0,2,0,0,4,12
education;travel,2009,12.22448281,15.23455429,5293.4,40,40,488.9793125,15.86850662,9.533821138,15,228.5183144,17.65640897,12.5738667,40,211736,FALSE,20994,954,7,1,1,12,0,0,1,0,0,2,4
education;travel,2010,12.40413722,14.74047159,5599.581081,74,72,893.0978796,18.7382716,9.533821138,29,427.473676,16.44523258,12.5738667,74,414369,FALSE,21671,954,17,2,3,27,0,0,3,0,0,5,16
education;travel,2011,12.23170283,14.6309618,5891.375,104,102,1247.633688,17.553625,9.533821138,43,629.1313574,16.44523258,12.5738667,104,612703,FALSE,21671,954,31,6,8,71,0,8,5,0,0,21,36
education;travel,2012,12.38725468,14.91891556,5862.18,100,99,1226.338213,17.553625,9.533821138,43,641.5133692,17.35372351,12.63128222,100,586218,FALSE,21671,485,22,8,5,75,0,4,5,0,0,25,15
education;travel,2013,12.52048941,14.30667728,8826.103448,116,113,1414.815304,17.553625,9.533821138,46,658.1071551,17.46797935,12.6883529,116,1023828,FALSE,40656,485,32,5,6,77,0,4,17,0,0,48,25
education;travel,2014,12.54842331,14.48239233,8887.409449,127,126,1581.101338,17.553625,7.025880597,54,782.0491856,17.98956254,12.5738667,127,1128701,FALSE,40656,1073,35,9,7,99,0,8,18,0,0,53,23
education;travel,2015,12.51817994,14.4292699,10058.13043,138,136,1702.472471,16.66698413,7.025880597,71,1024.478163,17.98956254,12.6883529,138,1388022,FALSE,40656,1073,52,13,12,143,0,4,19,0,0,68,42
education;travel,2016,12.59887117,14.51749231,10081.17687,147,145,1826.83632,16.66698413,9.533821138,74,1074.294431,17.98956254,12.5161,147,1481933,FALSE,40656,1073,57,12,12,167,0,4,17,0,0,79,49
education;travel,2017,12.75499372,15.05521129,6963.276923,130,128,1632.639196,17.22491798,9.533821138,62,933.4231,18.59929004,12.4579756,130,905226,TRUE,34439,1073,43,14,13,153,0,0,3,0,0,52,40
education;travel,2018,12.52241329,15.07151589,9451.371134,97,96,1202.151675,15.50229612,9.533821138,53,798.7903424,18.45800681,12.91330727,97,916783,FALSE,44737,1073,27,3,25,85,0,1,2,0,0,32,27
education;travel,2019,12.82465451,15.11617596,11534.21239,113,113,1449.18596,16.65081395,9.533821138,74,1118.597021,18.7741,11.97924847,113,1303366,FALSE,57052,1073,39,5,46,135,0,1,2,0,0,42,50
education;travel;vehicles,2001,14.25927602,16.88721491,16788,1,1,14.25927602,14.25927602,14.25927602,1,16.88721491,16.88721491,16.88721491,1,16788,FALSE,16788,16788,1,0,0,7,0,0,2,0,0,0,0
education;vehicles,2017,14.79916115,16.19785254,6422,2,2,29.5983223,14.79916115,14.79916115,2,32.39570508,16.19785254,16.19785254,2,12844,TRUE,6422,6422,0,0,0,0,0,0,0,0,0,0,0
education;vehicles,2018,14.79916115,16.19785254,6422,2,2,29.5983223,14.79916115,14.79916115,2,32.39570508,16.19785254,16.19785254,2,12844,FALSE,6422,6422,0,0,0,0,0,0,0,0,0,0,0
education;vehicles,2019,14.79916115,16.19785254,6422,1,1,14.79916115,14.79916115,14.79916115,1,16.19785254,16.19785254,16.19785254,1,6422,FALSE,6422,6422,0,0,0,0,0,0,0,0,0,0,0
education;weapons,2001,12.08846948,,2034,1,1,12.08846948,12.08846948,12.08846948,0,,,,1,2034,TRUE,2034,2034,1,0,0,2,0,0,0,0,0,0,0
education;weapons,2002,12.95243431,15.6451,4320.8,5,5,64.76217157,14.00627236,12.08846948,1,15.6451,15.6451,15.6451,5,21604,FALSE,13550,1993,3,0,1,8,0,0,0,0,0,0,0
education;weapons,2003,13.066413,15.29246565,5273,6,6,78.39847801,13.82800157,12.08846948,2,30.58493131,15.29246565,15.29246565,6,31638,FALSE,11795,1993,4,0,2,12,0,0,0,0,0,0,0
education;weapons,2004,12.6889748,,2013.5,4,4,50.75589921,13.28948012,12.08846948,0,,,,4,8054,TRUE,2034,1993,2,0,0,4,0,0,0,0,0,0,0
education;weapons,2005,12.08846948,,2034,1,1,12.08846948,12.08846948,12.08846948,0,,,,1,2034,FALSE,2034,2034,1,0,0,2,0,0,0,0,0,0,0
education;weapons,2006,13.52791237,16.60763045,3681.25,4,4,54.1116495,14.96735527,12.08846948,2,33.21526089,16.60763045,16.60763045,4,14725,FALSE,5330,2031,4,0,0,12,0,0,0,0,0,8,0
education;weapons,2007,13.04809808,16.60763045,3130.666667,3,3,39.14429423,14.96735527,12.08846948,1,16.60763045,16.60763045,16.60763045,3,9392,FALSE,5330,2031,3,0,0,8,0,0,0,0,0,4,0
education;weapons,2008,13.10501323,16.09401384,4692.833333,6,6,78.63007937,14.96735527,12.08846948,3,48.28204153,16.60763045,15.06678064,6,28157,FALSE,10169,2031,5,0,1,15,0,0,0,0,0,8,1
education;weapons,2009,13.27604913,15.79953114,7116.285714,7,7,92.9323439,14.96735527,12.07246218,5,78.99765568,16.60763045,15.11225768,7,49814,FALSE,13880,2031,7,0,2,22,0,0,0,0,0,9,2
education;weapons,2010,13.12064594,15.41867287,7349.909091,11,11,144.3271053,14.96735527,11.20666705,8,123.3493829,16.60763045,13.18742774,11,80849,FALSE,13880,2031,10,0,2,31,0,0,0,0,0,12,2
education;weapons,2011,12.94358158,15.17429141,6990.714286,14,14,181.2101421,14.96735527,11.20666705,10,151.7429141,16.60763045,13.18742774,14,97870,TRUE,14231,2031,12,0,2,36,0,0,0,0,0,14,2
education;weapons,2012,13.10537448,15.35225846,6795,12,12,157.2644938,14.96572001,11.20666705,8,122.8180677,16.60763045,13.18742774,12,81540,TRUE,14231,1251,10,0,1,30,0,0,1,0,0,15,1
education;weapons,2013,12.78591157,15.10381163,6912.368421,19,19,242.9323198,14.99665968,11.20666705,14,211.4533628,16.6479251,13.18742774,19,131335,FALSE,16183,1247,17,0,2,48,0,0,1,0,0,20,2
education;weapons,2014,12.94429549,14.97954117,7239.428571,21,21,271.8302052,15.00912554,11.20666705,19,284.6112822,16.84762313,13.18742774,21,152028,FALSE,16183,3822,19,1,2,65,0,0,0,0,0,22,2
education;weapons,2015,13.19748651,15.18465536,7833.772727,22,21,277.1472167,15.49071138,11.20101688,19,288.5084518,16.84762313,13.18742774,22,172343,FALSE,22409,3822,18,2,2,73,0,0,0,0,0,19,6
education;weapons,2016,12.76247283,15.18410072,6247.578947,19,19,242.4869837,15.03444988,10.55723228,15,227.7615108,16.84762313,13.18742774,19,118704,TRUE,10761,1293,13,2,2,58,0,0,0,0,0,14,4
education;weapons,2017,12.8786074,15.08239122,6786.95,20,20,257.5721481,15.36640411,10.55723228,17,256.4006507,16.84762313,13.18742774,20,135739,FALSE,19043,1293,16,2,1,71,0,0,1,0,0,21,4
education;weapons,2018,13.21510459,15.22382833,8889.076923,13,13,171.7963597,15.37373475,11.20101688,13,197.9097683,17.50586285,13.18742774,13,115558,FALSE,24161,5316,13,1,1,51,0,0,1,0,0,17,0
education;weapons,2019,13.36320221,15.45033424,9554.105263,19,19,253.9008421,15.27360076,10.55723228,19,293.5563505,17.23854248,13.50681897,19,181528,FALSE,21696,4585,16,1,3,66,0,0,2,0,0,24,5
entertainment,1998,12.60683934,13.36622104,3010.083333,12,12,151.2820721,14.80342246,10.09701452,2,26.73244208,14.21634208,12.5161,12,36121,TRUE,4878,1469,8,3,9,14,0,3,0,0,0,6,2
entertainment,1999,12.28449428,13.92827065,4534.694444,36,36,442.241794,14.80342246,9.870601921,16,222.8523304,15.5140388,11.79290869,36,163249,FALSE,14008,1469,24,17,33,71,0,9,1,0,0,32,10
entertainment,2000,11.95266385,14.14694183,5791.773973,146,146,1745.088922,16.98826968,7.233859649,74,1046.873695,18.06258737,11.20814326,146,845599,FALSE,22443,814,69,93,161,499,0,119,20,6,0,145,42
entertainment,2001,11.92188899,14.16658879,5495.336996,273,267,3183.144361,17.09022188,7.233859649,135,1912.489487,17.46797935,10.72225461,273,1500227,FALSE,24111,588,111,157,154,786,0,66,25,0,0,122,79
entertainment,2002,12.02231423,14.51508217,6049.984,375,370,4448.256265,17.59051852,7.233859649,198,2873.98627,19.58736239,11.20814326,375,2268744,FALSE,24011,687,161,166,170,967,0,53,21,0,0,205,111
entertainment,2003,12.01709559,14.62040999,6882.196517,402,395,4746.752756,17.20350019,5.536433103,229,3348.073889,18.27955013,9.558583805,402,2766643,FALSE,38743,655,178,168,229,1329,1,144,22,1,0,278,101
entertainment,2004,12.19090555,14.77761359,6901.628571,490,479,5839.443758,19.1818347,5.536433103,284,4196.842259,20.2355719,9.558583805,490,3381798,FALSE,40990,499,211,177,264,1465,2,138,27,0,0,333,145
entertainment,2005,12.26658268,14.81181492,6813.518584,565,555,6807.953386,19.1818347,7.373185185,304,4502.791737,20.2355719,9.210782826,565,3849638,TRUE,41416,628,234,175,228,1442,6,113,28,0,0,263,199
entertainment,2006,12.49474861,14.94619259,7334.26043,791,778,9720.914416,17.71454027,6.550782164,438,6546.432355,20.64404842,9.210782826,791,5801400,FALSE,41573,569,348,231,366,2151,16,177,31,2,0,456,329
entertainment,2007,12.78038993,15.23442721,8033.153072,993,973,12435.3194,23.70907308,6.291285763,582,8866.436634,20.73696657,9.210782826,993,7976921,FALSE,42892,569,441,323,475,2927,17,330,40,2,0,592,434
entertainment,2008,12.7792986,15.24244655,8114.692756,1201,1174,15002.89656,17.98337237,6.550782164,706,10761.16727,20.79864054,9.210782826,1201,9745746,FALSE,82396,664,566,322,534,3287,16,306,77,6,0,666,558
entertainment,2009,12.88599898,15.37650882,8434.392725,1347,1328,17112.60664,18.22520502,7.382180169,780,11993.67688,20.92134716,9.888512548,1347,11361127,FALSE,82396,664,630,351,582,3535,10,217,91,8,0,807,728
entertainment,2010,12.86531382,15.3373509,8187.462234,1880,1837,23633.58149,19.2510002,6.63957265,1064,16318.94136,20.92134716,9.888512548,1880,15392429,FALSE,84762,380,847,429,775,4761,8,371,123,21,0,1015,964
entertainment,2011,12.8248367,15.37385637,8363.102123,2497,2447,31382.3754,18.83054766,6.804696029,1453,22338.2133,19.78447436,9.80755858,2497,20882666,FALSE,50981,401,1059,470,936,5898,9,285,171,26,0,1204,1202
entertainment,2012,12.77278518,15.24566281,8294.830564,3069,3016,38522.72012,18.83054766,6.240079208,1704,25978.60942,19.84966198,9.210782826,3069,25456835,FALSE,55321,489,1328,529,1094,6988,15,366,235,32,0,1516,1367
entertainment,2013,12.84451525,15.24951561,8710.846987,3418,3355,43093.34867,18.83054766,6.026679245,1916,29218.07191,20.04371755,5.461318901,3418,29773675,FALSE,76603,386,1524,582,1133,7948,20,313,251,28,0,1566,1556
entertainment,2014,12.9138132,15.27774378,8667.037368,3800,3730,48168.52323,20.45431116,5.708526441,2150,32847.14912,20.8601,5.461318901,3800,32934742,FALSE,71346,250,1672,523,1193,7788,22,232,253,31,1,1693,1627
entertainment,2015,12.8926545,15.25464873,8888.223072,4317,4241,54677.74775,20.12156766,6.026679245,2505,38212.89507,20.8601,5.461318901,4317,38370459,FALSE,54642,386,1886,578,1291,8753,25,210,356,47,2,2163,1889
entertainment,2016,12.91404538,15.28197436,8786.255779,4629,4553,58797.64862,20.94964286,5.81032853,2685,41032.10115,20.8601,8.238735603,4629,40671578,FALSE,64129,386,2046,674,1271,9169,33,212,330,34,2,2388,2031
entertainment,2017,12.96392607,15.31892671,9404.759127,4629,4558,59089.575,20.94964286,5.718715244,2752,42157.68631,20.8601,9.210782826,4629,43534630,FALSE,163767,481,2155,670,1329,9576,31,210,309,20,2,2477,2250
entertainment,2018,13.03130861,15.27651365,11482.40681,3670,3628,47277.58765,20.12156766,6.026679245,2482,37916.30689,21.07355051,9.210782826,3670,42140433,FALSE,66402,481,1882,609,1244,8413,28,184,354,18,2,2132,2156
entertainment,2019,13.01028653,15.16427009,12648.6475,3478,3456,44963.55025,21.8968857,6.026679245,2508,38031.98937,20.13991521,9.210782826,3478,43991996,FALSE,66404,489,1868,599,1152,8308,28,189,238,65,2,1975,2172
entertainment;foodandrecipes,2011,13.88066667,,1253.333333,3,1,13.88066667,13.88066667,13.88066667,0,,,,3,3760,TRUE,2476,642,0,0,0,0,0,0,0,0,0,0,0
entertainment;foodandrecipes,2012,13.88066667,,1559,4,2,27.76133333,13.88066667,13.88066667,0,,,,4,6236,FALSE,2476,642,0,0,0,0,0,0,0,0,0,0,0
entertainment;foodandrecipes,2013,13.04723856,13.40145869,3626.333333,3,3,39.14171569,13.88066667,11.38038235,1,13.40145869,13.40145869,13.40145869,3,10879,FALSE,5927,2476,0,0,0,0,0,0,0,0,0,0,0
entertainment;foodandrecipes,2014,13.11267924,13.40145869,3549,4,4,52.45071697,13.88066667,11.33496856,1,13.40145869,13.40145869,13.40145869,4,14196,FALSE,5884,2476,0,0,0,0,0,0,0,0,0,0,0
entertainment;foodandrecipes,2015,12.8610739,13.83120006,3986,6,6,77.16644338,13.88066667,11.32519607,2,27.66240013,14.31402892,13.34837121,6,23916,FALSE,6321,2476,0,0,0,0,0,0,0,0,0,0,0
entertainment;foodandrecipes,2016,11.70301442,13.89382138,7583,5,5,58.5150721,13.81477541,10.96080069,5,69.4691069,14.83674596,13.34837121,5,37915,FALSE,12987,5927,1,0,0,5,0,0,0,0,0,2,4
entertainment;foodandrecipes,2017,13.66462321,14.31402892,7927,2,2,27.32924642,13.88066667,13.44857976,1,14.31402892,14.31402892,14.31402892,2,15854,FALSE,13378,2476,1,0,0,5,0,0,0,0,0,2,4
entertainment;foodandrecipes,2018,13.86660519,14.7901945,8053.5,2,2,27.73321039,13.88066667,13.85254372,1,14.7901945,14.7901945,14.7901945,2,16107,FALSE,13631,2476,1,0,0,5,0,0,0,0,0,2,4
entertainment;foodandrecipes,2019,13.21542346,13.81666965,5360.666667,3,3,39.64627038,13.88066667,11.88493704,1,13.81666965,13.81666965,13.81666965,3,16082,TRUE,11130,2476,1,0,1,3,0,0,0,0,0,0,2
entertainment;foodandrecipes;shopping,2012,15.41076225,,3913.5,2,2,30.8215245,15.41076225,15.41076225,0,,,,2,7827,TRUE,3927,3900,0,0,0,0,0,0,0,0,0,0,0
entertainment;foodandrecipes;shopping,2013,13.3955723,13.40145869,4906.5,4,4,53.58228921,15.41076225,11.38038235,2,26.80291737,13.40145869,13.40145869,4,19626,FALSE,5927,3886,0,0,0,0,0,0,0,0,0,0,0
entertainment;foodandrecipes;shopping,2014,13.3728654,13.40145869,4885,4,4,53.49146162,15.41076225,11.33496856,2,26.80291737,13.40145869,13.40145869,4,19540,FALSE,5884,3886,0,0,0,0,0,0,0,0,0,0,0
entertainment;foodandrecipes;shopping,2015,13.38204352,13.40145869,4914,4,4,53.52817408,15.41076225,11.35332479,2,26.80291737,13.40145869,13.40145869,4,19656,FALSE,5944,3886,0,0,0,0,0,0,0,0,0,0,0
entertainment;foodandrecipes;shopping,2016,13.04476919,13.50577043,4971.8,5,5,65.22384597,15.41076225,11.35332479,3,40.51731128,13.7143939,13.40145869,5,24859,FALSE,5940,3886,0,0,0,0,0,0,0,0,0,0,0
entertainment;foodandrecipes;shopping,2017,12.81991964,13.55792629,5002.333333,6,6,76.91951786,15.41076225,11.35332479,4,54.23170518,13.7143939,13.40145869,6,30014,FALSE,5940,3886,0,0,0,0,0,0,0,0,0,0,0
entertainment;foodandrecipes;shopping,2018,14.5645561,,4161,3,3,43.69366831,15.41076225,12.87214381,0,,,,3,12483,TRUE,4711,3886,0,0,0,0,0,0,0,0,0,0,0
entertainment;foodandrecipes;shopping,2019,12.87214381,,4697,2,2,25.74428762,12.87214381,12.87214381,0,,,,2,9394,FALSE,4697,4697,0,0,0,0,0,0,0,0,0,0,0
entertainment;gambling,2000,10.48080431,13.24136018,3869,1,1,10.48080431,10.48080431,10.48080431,1,13.24136018,13.24136018,13.24136018,1,3869,TRUE,3869,3869,0,0,0,0,0,0,0,0,0,0,0
entertainment;gambling,2001,10.48080431,13.24136018,3869,2,2,20.96160862,10.48080431,10.48080431,2,26.48272037,13.24136018,13.24136018,2,7738,FALSE,3869,3869,0,0,0,0,0,0,0,0,0,0,0
entertainment;gambling,2002,11.11515588,13.24136018,3205.8,5,5,55.57577941,12.34953542,10.48080431,2,26.48272037,13.24136018,13.24136018,5,16029,TRUE,3869,2411,0,0,0,0,0,0,0,0,0,0,0
entertainment;gambling,2003,11.29041419,13.24136018,3433,5,5,56.45207097,12.34953542,10.48080431,2,26.48272037,13.24136018,13.24136018,5,17165,FALSE,3869,2411,0,0,0,0,0,0,0,0,0,0,0
entertainment;gambling,2004,11.32088581,13.24136018,3245.5,6,6,67.92531484,12.34953542,10.48080431,2,26.48272037,13.24136018,13.24136018,6,19473,FALSE,3869,2411,0,0,0,0,0,0,0,0,0,0,0
entertainment;gambling,2005,12.28504806,14.82284145,6488,5,5,61.42524032,14.66565701,10.48080431,4,59.29136579,16.40432271,13.24136018,5,32440,FALSE,11133,2436,0,0,0,0,0,0,0,0,0,0,0
entertainment;gambling,2006,12.09292633,14.82284145,5819.833333,6,6,72.55755801,14.66565701,10.48080431,4,59.29136579,16.40432271,13.24136018,6,34919,FALSE,11133,2431,0,0,0,0,0,0,0,0,0,0,0
entertainment;gambling,2007,11.99405499,14.33817051,5827.285714,7,7,83.95838496,14.66565701,9.834713719,5,71.69085256,16.40432271,12.39948678,7,40791,FALSE,11133,2169,0,0,0,0,0,0,0,0,0,0,0
entertainment;gambling,2008,11.808683,14.01505656,6348.142857,7,7,82.66078099,14.66565701,9.834713719,6,84.09033934,16.40432271,12.39948678,7,44437,FALSE,11133,2165,0,0,0,0,0,0,0,0,0,0,0
