year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean,Exact Match?,CategoriesSearched
2010,52,1.3269230769230769,5926.5,11.681601895000002,9.172943446730772,False,alcoholandtobacco;drugs;education - alcoholandtobacco;drugs;shopping - blogsandpersonal;drugs - business;drugs - business;drugs;education - business;drugs;shopping - drugs - drugs;education - drugs;education;health - drugs;education;shopping - drugs;foodandrecipes - drugs;foodandrecipes;shopping - drugs;messageboardsandforums - drugs;newsandmedia - drugs;shopping - 
2011,60,1.7666666666666666,6575.483333333334,12.772852287000001,9.782441824333334,False,alcoholandtobacco;drugs;education - alcoholandtobacco;drugs;shopping - blogsandpersonal;drugs - business;drugs - business;drugs;education - business;drugs;shopping - drugs - drugs;education - drugs;education;health - drugs;education;shopping - drugs;foodandrecipes - drugs;foodandrecipes;shopping - drugs;messageboardsandforums - drugs;newsandmedia - drugs;shopping - 
2012,65,1.323076923076923,7088.7692307692305,12.787627959230768,10.328637196923077,False,alcoholandtobacco;drugs;education - alcoholandtobacco;drugs;shopping - blogsandpersonal;drugs - business;drugs - business;drugs;education - business;drugs;shopping - drugs - drugs;education - drugs;education;health - drugs;education;shopping - drugs;foodandrecipes - drugs;foodandrecipes;shopping - drugs;messageboardsandforums - drugs;newsandmedia - drugs;shopping - 
2013,79,1.2531645569620253,7018.379746835443,12.638752017974685,10.060625718734176,False,alcoholandtobacco;drugs;education - alcoholandtobacco;drugs;shopping - blogsandpersonal;drugs - business;drugs - business;drugs;education - business;drugs;shopping - drugs - drugs;education - drugs;education;health - drugs;education;shopping - drugs;foodandrecipes - drugs;foodandrecipes;shopping - drugs;messageboardsandforums - drugs;newsandmedia - drugs;shopping - 
2014,96,1.7708333333333333,8031.385416666667,12.617665124791666,10.726715607187499,False,alcoholandtobacco;drugs;education - alcoholandtobacco;drugs;shopping - blogsandpersonal;drugs - business;drugs - business;drugs;education - business;drugs;shopping - drugs - drugs;education - drugs;education;health - drugs;education;shopping - drugs;foodandrecipes - drugs;foodandrecipes;shopping - drugs;messageboardsandforums - drugs;newsandmedia - drugs;shopping - 
2015,114,1.9210526315789473,8715.438596491229,12.657486047105262,11.434912877982457,False,alcoholandtobacco;drugs;education - alcoholandtobacco;drugs;shopping - blogsandpersonal;drugs - business;drugs - business;drugs;education - business;drugs;shopping - drugs - drugs;education - drugs;education;health - drugs;education;shopping - drugs;foodandrecipes - drugs;foodandrecipes;shopping - drugs;messageboardsandforums - drugs;newsandmedia - drugs;shopping - 
2016,124,2.129032258064516,9528.177419354839,12.831990963629034,12.546664221209676,False,alcoholandtobacco;drugs;education - alcoholandtobacco;drugs;shopping - blogsandpersonal;drugs - business;drugs - business;drugs;education - business;drugs;shopping - drugs - drugs;education - drugs;education;health - drugs;education;shopping - drugs;foodandrecipes - drugs;foodandrecipes;shopping - drugs;messageboardsandforums - drugs;newsandmedia - drugs;shopping - 
2017,105,2.4571428571428573,9685.085714285715,13.114542572380952,12.830457791999999,False,alcoholandtobacco;drugs;education - alcoholandtobacco;drugs;shopping - blogsandpersonal;drugs - business;drugs - business;drugs;education - business;drugs;shopping - drugs - drugs;education - drugs;education;health - drugs;education;shopping - drugs;foodandrecipes - drugs;foodandrecipes;shopping - drugs;messageboardsandforums - drugs;newsandmedia - drugs;shopping - 
2018,84,2.5833333333333335,12377.535714285714,13.112558825119047,12.893078917857142,False,alcoholandtobacco;drugs;education - alcoholandtobacco;drugs;shopping - blogsandpersonal;drugs - business;drugs - business;drugs;education - business;drugs;shopping - drugs - drugs;education - drugs;education;health - drugs;education;shopping - drugs;foodandrecipes - drugs;foodandrecipes;shopping - drugs;messageboardsandforums - drugs;newsandmedia - drugs;shopping - 
2019,129,2.5736434108527133,12516.341085271319,12.897537497573644,12.740823005348837,False,alcoholandtobacco;drugs;education - alcoholandtobacco;drugs;shopping - blogsandpersonal;drugs - business;drugs - business;drugs;education - business;drugs;shopping - drugs - drugs;education - drugs;education;health - drugs;education;shopping - drugs;foodandrecipes - drugs;foodandrecipes;shopping - drugs;messageboardsandforums - drugs;newsandmedia - drugs;shopping - 
